date,location,category,status,image_URL,target_URL
6/29/22,Kearney,Physio Measurement,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
6/29/22,Kearney,Rover Imaging,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/5/22,Kearney,Drone Imaging,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/5/22,Kearney,Rover Imaging,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/6/22,Davis,Drone Imaging,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/6/22,Davis,Rover Imaging,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/6/22,Davis,Flowering Scoring,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/7/22,Davis,Drone Imaging,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/7/22,Davis,Rover Imaging,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/7/22,Davis,Flowering Scoring,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/8/22,Davis,Drone Imaging,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/10/22,Davis,Drone Imaging,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/10/22,Davis,Rover Imaging,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/10/22,Davis,Flowering Scoring,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/11/22,Kearney,Flowering Scoring,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/12/22,Davis,Drone Imaging,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/18/22,Davis,Rover Imaging,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/18/22,Davis,Drone Imaging,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/18/22,Davis,Flowering scoring CB,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/18/22,Davis,Flowering scoring CP,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/18/22,Davis,Stand Count CB,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/18/22, Kearney,Drone Imaging,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/18/22, Kearney,Rover Imaging,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/18/22, Kearney,Flowering scoring CB,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/18/22, Kearney,Flowering scoring CP,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/18/22, Kearney,Stand Count CB,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/19/22,Davis,"Flowering scoring CB, Flowering scoring CP",Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/20/22,Kearney,"Drone Imaging, Rover Imaging",Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/20/22,Kearney,Flowering Scoring CB,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/22/22,Davis,"Drone Imaging, Drone Imaging Sorghum, Rover Imaging",Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/22/22,Davis,"Flowering scoring CB, Flowering scoring CP",Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/25/22,Davis,"Drone Imaging, Rover Imaging",Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/25/22,Davis,"Flowering scoring CB, Flowering scoring CP",Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/26/22,Kearney,"Drone Imaging, Rover Imaging",Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/26/22,Kearney,Flowering Scoring CB,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/27/22,Davis,"LIDAR Scanning, Physio Measurement",Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/28/22,Davis,"LIDAR Scanning, Physio Measurement",Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/29/22,Davis,Rover Imaging,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/29/22,Davis,"Flowering Scoring Sorghum, Flowering scoring CB, Flowering scoring CP",Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/29/22,Kearney,Rover Imaging,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
7/29/22,Kearney,"Flowering Scoring Sorghum, Flowering scoring CB, Flowering scoring CP",Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
8/2/22,Davis,Rover Imaging,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
8/2/22,Davis,"Drone Imaging, Flowering Scoring CB, Flowering Scoring CP",Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
8/3/22,Kearney,Rover Imaging,Processed,https://drive.google.com/file/d/1778hDZm_NIXtMPOgvuSk0a8aAmdi0ouD/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
8/3/22,Kearney,"Drone Imaging, Flowering Scoring CB, Flowering Scoring CP",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
8/5/22,Davis,Flowering Scoring CP,Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
8/7/22,Kearney,Drone Imaging,Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
8/7/22,Kearney,Flowering Time Sorghum,Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
8/8/22,Davis,Drone Imaging,Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
8/8/22,Davis,"Flowering Scoring CB, Flowering Scoring CP",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
8/9/22,Kearney,"Drone Imaging, Rover Imaging",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
8/9/22,Kearney,"Flowering Scoring CB, Flowering Scoring CP, Stand Count CP",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
8/10/22,Davis,Physio Measurement,Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
8/11/22,Davis,Physio Measurement,Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
8/11/22,Davis,Flowering Scoring Sorghum,Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
8/12/22,Davis,Drone Imaging Sorghum,Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
8/12/22,Davis,Flowering Scoring Sorghum,Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
8/13/22,Davis,Drone Imaging CP,Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
8/13/22,Davis,Flowering Scoring CP,Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
8/14/22,Kearney,"Drone Imaging, Rover Imaging",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
8/14/22,Kearney,"Flowering Scoring CB, Flowering Scoring CP, Stand Count CP",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
8/17/22,Kearney,"Flowering Scoring CB, Flowering Time Sorghum",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
8/20/22,Davis,Drone Imaging,Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
8/20/22,Davis,Plant Height,Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
8/21/22,Kearney,"Flowering Scoring CB, Flowering Scoring CP, Stand Count CP",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
8/22/22,Davis,"LIDAR Scanning, Physio Measurement",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
8/23/22,Davis,"LIDAR Scanning, Physio Measurement",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
8/29/22,Kearney,Flowering Scoring CP,Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,Êhttps://ucdavis.app.box.com/folder/179269155158Ê
6/15/23,Kearney,"Drone Imaging, Rover Imaging",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
6/20/23,Davis,"Drone Imaging, Rover Imaging",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
6/20/23,Davis,Stand Count CB,Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
6/22/23,Kearney,"Drone Imaging, Rover Imaging",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
6/23/23,Davis,Stand Count CP,Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
6/26/23,Kearney,Stand Count CB,Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
6/27/23,Davis,"Drone Imaging, Rover Imaging",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
6/28/23,Davis,"Plant Height CB, Stand Count Sorghum",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
6/29/23,Kearney,"Drone Imaging, Drone Imaging CP, Rover Imaging, Rover Imaging CP",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
7/3/23,Davis,"Drone Imaging, Rover Imaging",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
7/5/23,Davis,"Drone Imaging, Rover Imaging",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
7/5/23,Davis,Flowering Scoring CB,Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
7/6/23,Kearney,"Drone Imaging, Drone Imaging CP, Rover Imaging, Rover Imaging CP",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
7/7/23,Davis,"Drone Imaging,  Rover Imaging",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
7/7/23,Davis,Flowering Scoring CB,Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
7/8/23,Davis,Flowering Scoring CB,Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
7/10/23,Davis,Flowering Scoring CB,Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
7/11/23,Davis,Flowering Scoring CB,Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
7/12/23,Kearney,Flowering Scoring CB,Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
7/13/23,Kearney,"Drone Imaging, Drone Imaging CP, Rover Imaging, Rover Imaging CP",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
7/14/23,Davis,"Drone Imaging, Flowering Scoring CB, Flowering Scoring CP, Rover Imaging",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
7/17/23,Davis,"Flowering Scoring CB, Flowering Scoring CP",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
7/18/23,Davis,"Drone Imaging, Rover Imaging",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
7/18/23,Davis,"Plant Height CP, Plant Height Sorghum",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
7/19/23,Kearney,Flowering Scoring CB,Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
7/20/23,Davis,"Drone Imaging, Drone Imaging CP, Rover Imaging, Rover Imaging CP",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
7/20/23,Davis,"Flowering Scoring CB, Flowering Scoring CP",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
7/20/23,Kearney,"Drone Imaging, Drone Imaging CP, Rover Imaging, Rover Imaging CP",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
7/20/23,Kearney,"Flowering Scoring CB, Flowering Scoring CP",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
7/24/23,Davis,"Flowering Scoring CB, Flowering Scoring CP",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
7/25/23,Davis,"Drone Imaging, Rover Imaging",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
7/26/23,Kearney,"Flowering Scoring CB, Flowering Scoring CP",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
7/27/23,Davis,"Drone Imaging, Drone Imaging CP, Rover Imaging, Rover Imaging CP",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
7/27/23,Davis," Flowering Scoring CP, Flowering Time Sorghum",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
7/27/23,Kearney,"Drone Imaging, Drone Imaging CP, Rover Imaging, Rover Imaging CP",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
7/27/23,Kearney,"Flowering Scoring CP, Flowering Time Sorghum",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
7/28/23,Davis,"Drone Imaging, Rover Imaging",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
7/31/23,Davis,"Flowering Scoring CP, Flowering Time Sorghum",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
8/1/23,Davis,"Drone Imaging, Rover Imaging",Processed,https://drive.google.com/file/d/1VuKFzP9pQRJgPNrZ9UME5KTtu8J8ZZO7/view?usp=drive_link,https://ucdavis.app.box.com/folder/222328832434
